,Unnamed: 0,Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id,place_name
79080,3350836,Value,,1,1.028938483,2.6%,-1.1%,Castro Valley,29.0,-37.0%,3.6%,48.0,-17.2%,-15.8%,18.0,-24.0,-3.0,425.49162544,-0.003508174,0.026608564,742000.0,0.110778443,0.17965023800000002,433.231396534,0.054425329,0.069044485,$650K,-0.2%,3.8%,1.7,0.4,-0.3,42.0,-25.0%,-6.7%,2/1/2017,30,2/28/2017,,,,All Residential,"Castro Valley, CA",place,0.655172414,0.242128936,0.048029557,California,CA,21841.0,Castro Valley
79081,3350837,Value,,1,0.970891014,-0.3%,0.7%,Cathedral City,56.0,-16.4%,5.7%,391.0,1.6%,-17.0%,83.0,7.0,3.0,160.239000543,0.025352053,-0.014375258,299000.0,0.196478591,0.034602076,154.83476132200002,0.045665465,0.09436608,$260K,3.2%,15.6%,7.0,1.3,-1.9,105.0,-8.7%,-4.5%,2/1/2017,30,2/28/2017,0.020460358,0.004875942,-0.005017349,All Residential,"Cathedral City, CA",place,0.107142857,-0.05952381,-0.06266846400000001,California,CA,3115.0,Cathedral City
79082,3350838,Value,,1,0.990879488,0.7%,-0.2%,Cerritos,23.0,-23.3%,-11.5%,63.0,8.6%,-1.6%,36.0,-15.0,-14.0,384.32967540699997,0.05258385,0.155154686,753500.0,0.100803506,0.196981732,412.26215644800004,0.055800878,0.149934336,$660K,9.7%,11.4%,2.7,0.8,0.2,42.0,16.7%,23.5%,2/1/2017,30,2/28/2017,0.015873016,,0.000248016,All Residential,"Cerritos, CA",place,0.434782609,0.101449275,0.127090301,California,CA,3268.0,Cerritos
79083,3350839,Value,,1,0.99525408,1.1%,0.9%,Chico,71.0,10.9%,-2.7%,141.0,4.4%,-16.6%,44.0,-7.0,6.0,198.813288818,-0.013297011,0.06116925700000001,312500.0,0.045150502,0.046901173,196.211096076,0.05992083400000001,0.058985476,$295K,-0.8%,-3.3%,2.0,-0.1,-0.3,110.0,64.2%,-5.2%,2/1/2017,30,2/28/2017,0.007092199,-0.007722616,0.001175039,All Residential,"Chico, CA",place,0.309859155,0.137984155,-0.018907968,California,CA,3390.0,Chico
79084,3350840,Value,,1,0.982285876,-0.4%,-0.1%,Chino,50.0,-26.5%,-10.7%,187.0,1.6%,10.0%,55.0,-9.0,11.0,242.94431603400002,-0.043493520999999986,0.011354659,470000.0,-0.018789144,0.105882353,238.539491792,-0.018599566,-0.013490275,$442K,3.8%,0.9%,3.7,1.0,0.7,106.0,41.3%,11.6%,2/1/2017,30,2/28/2017,,,,All Residential,"Chino, CA",place,0.28,0.015294118,0.119285714,California,CA,3445.0,Chino
79085,3350841,Value,,1,0.982656823,0.1%,0.2%,Chino Hills,46.0,-27.0%,-20.7%,165.0,0.6%,-21.1%,68.0,6.0,-5.0,331.944505753,0.017801915,0.083557886,649000.0,0.0384,0.035913807,314.920115319,0.052003412,0.080620012,$581K,-7.8%,-0.3%,3.6,1.0,0.0,68.0,-1.4%,-27.7%,2/1/2017,30,2/28/2017,0.006060606,-0.012232077,0.001275917,All Residential,"Chino Hills, CA",place,0.152173913,0.056935818,0.014242878999999996,California,CA,3447.0,Chino Hills
79086,3350842,Value,,1,0.987322845,0.9%,1.4%,Chowchilla,13.0,85.7%,-23.5%,49.0,-9.3%,-19.7%,72.0,25.0,-38.0,118.565644881,-0.062948936,0.035337536,234900.0,0.26972973,0.108018868,104.80887792799999,-0.11661089,0.08191346299999999,$180K,-30.8%,8.4%,3.8,-3.9,0.2,13.0,0.0%,-40.9%,2/1/2017,30,2/28/2017,0.020408163,,-0.028772165,All Residential,"Chowchilla, CA",place,0.076923077,0.076923077,-0.21719457,California,CA,3466.0,Chowchilla
79087,3350843,Value,,1,0.990534915,1.1%,0.4%,Chula Vista,168.0,-10.2%,-6.7%,266.0,-8.9%,-32.1%,25.0,-12.0,-11.0,280.037400655,0.019024239,0.076754658,499900.0,0.003815261,0.086975429,271.954674221,0.021145938,0.116730435,$447K,0.3%,4.3%,1.6,0.0,-0.6,243.0,7.0%,-11.6%,2/1/2017,30,2/28/2017,0.030075188,-0.00074673,0.027524168,All Residential,"Chula Vista, CA",place,0.31547619,0.069486886,0.098809524,California,CA,3494.0,Chula Vista
79088,3350844,Value,,1,0.993311268,0.2%,0.1%,Citrus Heights,73.0,-21.5%,-15.1%,75.0,-5.1%,-39.5%,29.0,-1.0,0.0,195.074530136,-0.028886619,0.019484982,299950.0,0.05245614,0.071632726,200.57306590299999,0.06950089999999999,0.076773338,$280K,-3.4%,0.2%,1.0,0.2,-0.4,89.0,29.0%,-15.2%,2/1/2017,30,2/28/2017,0.026666667,0.014008439,0.018602151,All Residential,"Citrus Heights, CA",place,0.424657534,0.069818825,0.075820325,California,CA,3539.0,Citrus Heights
79089,3350845,Value,,1,0.985230295,2.5%,0.9%,Claremont,28.0,21.7%,33.3%,87.0,-4.4%,-5.4%,52.0,-24.0,13.0,346.796657382,0.02884236,0.144594217,669000.0,0.116395494,0.168559973,316.923740674,0.014716897,-0.023271214,$639K,12.1%,7.4%,3.1,-0.9,-1.3,41.0,-2.4%,-6.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Claremont, CA",place,0.214285714,0.083850932,0.023809524,California,CA,3578.0,Claremont
79090,3350846,Value,,1,1.000061356,0.1%,0.0%,Clovis,103.0,-5.5%,-14.9%,209.0,-10.7%,-31.3%,24.0,-6.0,-24.0,169.018058691,0.068959496,0.098617382,309000.0,-0.024932077,0.013114754,156.462585034,0.007597541,0.045039683,$283K,-1.1%,1.1%,2.0,-0.1,-0.5,151.0,2.7%,-2.6%,2/1/2017,30,2/28/2017,0.009569378,-0.016071648,0.002990431,All Residential,"Clovis, CA",place,0.174757282,0.027968291,0.075583728,California,CA,3701.0,Clovis
79091,3350847,Value,,1,0.98538129,1.2%,-2.8%,Coachella,13.0,-23.5%,-23.5%,71.0,6.0%,-5.3%,50.0,-9.0,-25.0,152.514117906,0.070649108,0.225968261,231950.0,0.054557854,0.008478260999999999,135.313246198,0.034928086000000004,0.206543112,$225K,-10.0%,-4.3%,5.5,1.6,1.1,26.0,30.0%,13.0%,2/1/2017,30,2/28/2017,0.028169014,0.013243641,,All Residential,"Coachella, CA",place,0.307692308,0.013574661000000002,0.07239819,California,CA,3714.0,Coachella
79092,3350848,Value,,1,0.987039663,2.1%,-1.3%,Colton,32.0,3.2%,-8.6%,106.0,-4.5%,8.2%,51.0,0.0,7.0,191.358024691,-0.064358292,0.144628184,269000.0,0.034615385,0.078156313,207.81010230200002,0.044987943,0.287328897,$250K,-0.2%,8.5%,3.3,-0.3,0.5,49.0,16.7%,-14.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Colton, CA",place,0.375,-0.044354839000000014,-0.025,California,CA,3843.0,Colton
79093,3350849,Value,,1,0.998291094,1.7%,-0.3%,Compton,64.0,8.5%,-8.6%,174.0,-0.6%,-8.9%,39.0,-29.0,7.0,280.71334214,-0.055910444,0.049907601,369900.0,0.057159188,0.131192661,283.16399497599997,0.068543377,0.17018924300000002,$340K,-4.2%,11.5%,2.7,-0.3,0.0,93.0,-11.4%,-20.5%,2/1/2017,30,2/28/2017,0.017241378999999998,0.011527094,-0.003701029,All Residential,"Compton, CA",place,0.53125,0.090572034,0.08839285699999999,California,CA,3890.0,Compton
79094,3350850,Value,,1,1.011090153,0.9%,-0.1%,Concord,97.0,1.0%,34.7%,76.0,-8.4%,-39.7%,22.0,-2.0,7.0,352.772188688,0.056543842,0.090854365,540000.0,0.08216432900000001,0.096447814,343.555093555,0.003761185,0.140079926,$535K,8.6%,14.0%,0.8,-0.1,-1.0,106.0,-2.8%,-17.2%,2/1/2017,30,2/28/2017,0.013157895,0.001109702,,All Residential,"Concord, CA",place,0.520833333,0.135416667,0.006944444,California,CA,4150.0,Concord
79095,3350851,Value,,1,0.989387067,0.4%,-0.2%,Corona,191.0,1.6%,2.1%,508.0,-6.8%,-21.8%,57.0,-11.0,3.0,228.238656188,0.031930095,0.064132057,477000.0,0.025419439,0.008669909,213.675213675,-0.010868388,0.044776119,$445K,0.7%,4.1%,2.7,-0.2,-0.8,256.0,4.9%,-9.5%,2/1/2017,30,2/28/2017,0.003937008,-0.005237304,-0.006832223,All Residential,"Corona, CA",place,0.32460733,0.048011585,0.078618025,California,CA,4249.0,Corona
79096,3350852,Value,,1,0.95960063,-1.1%,0.6%,Coronado,29.0,123.1%,26.1%,117.0,3.5%,-22.0%,122.0,53.0,-5.0,953.810402795,0.126720117,0.177767569,1895000.0,0.306896552,0.185115697,731.5118397089999,-0.051100054000000006,-0.18336678,"$1,800K",36.9%,27.2%,4.0,-4.7,-2.5,41.0,24.2%,-8.9%,2/1/2017,30,2/28/2017,,,,All Residential,"Coronado, CA",place,0.034482759,0.034482759,-0.008995501999999999,California,CA,4257.0,Coronado
79097,3350853,Value,,1,0.987320242,0.9%,1.0%,Costa Mesa,63.0,10.5%,10.5%,173.0,0.6%,-2.3%,43.0,-22.0,-12.0,472.924901186,0.06476824099999999,0.166017565,784900.0,0.075212844,0.084116022,442.084942085,0.051146222000000005,0.127173994,$740K,-1.3%,12.8%,2.7,-0.3,-0.4,81.0,-8.0%,-14.7%,2/1/2017,30,2/28/2017,0.005780347,,0.000130629,All Residential,"Costa Mesa, CA",place,0.28571428600000004,0.127819549,0.09273183,California,CA,4306.0,Costa Mesa
79098,3350854,Value,,1,0.974965994,1.1%,1.5%,Coto de Caza,27.0,22.7%,17.4%,107.0,17.6%,-7.0%,82.0,-32.0,-15.0,358.275862069,0.012518741000000002,0.054067766,1249000.0,0.090829694,0.196360153,340.438013297,0.030335231,0.039022923,$900K,-8.4%,-18.4%,4.0,-0.1,-1.0,43.0,30.3%,-10.4%,2/1/2017,30,2/28/2017,0.009345794,,0.0006501419999999999,All Residential,"Coto de Caza, CA",place,0.148148148,-0.033670034,0.017713366,California,CA,22153.0,Coto de Caza
79099,3350855,Value,,1,0.979087661,-0.6%,-0.8%,Covina,50.0,25.0%,-12.3%,153.0,3.4%,13.3%,57.0,-16.0,2.0,318.07342498,-0.039603496,0.076278697,502499.5,0.08308977299999999,0.116665556,306.336507031,-0.019553204,0.006534236999999999,$450K,-8.2%,-2.2%,3.1,-0.6,0.7,78.0,18.2%,13.0%,2/1/2017,30,2/28/2017,0.006535948000000001,,,All Residential,"Covina, CA",place,0.38,-0.02,0.046666667,California,CA,4367.0,Covina
79100,3350856,Value,,1,0.963208079,-3.9%,-0.3%,Crestline,21.0,-4.5%,23.5%,104.0,-18.1%,-5.5%,128.0,31.0,46.0,175.761308562,0.119373976,0.120611495,219450.0,0.158050549,0.219844358,151.739130435,0.011984027,0.080516006,$189K,18.1%,-5.5%,5.0,-0.8,-1.5,22.0,10.0%,-48.8%,2/1/2017,30,2/28/2017,0.028846154,-0.002649909,0.019755245,All Residential,"Crestline, CA",place,0.19047619,-0.12770563,0.131652661,California,CA,22181.0,Crestline
79101,3350857,Value,,1,1.021839717,2.0%,1.7%,Culver City,22.0,-48.8%,-42.1%,60.0,-6.3%,3.4%,30.0,-4.0,4.0,602.0110096469999,-0.021532227,0.042216689,799500.0,-0.19809428,-0.11166667,559.423636334,-0.085612127,-0.01023571,$880K,-2.2%,7.7%,2.7,1.2,1.2,50.0,11.1%,2.0%,2/1/2017,30,2/28/2017,0.016666667,,,All Residential,"Culver City, CA",place,0.545454545,0.126849894,0.098086124,California,CA,4557.0,Culver City
79102,3350858,Value,,1,1.054075688,0.3%,0.3%,Cupertino,16.0,-23.8%,33.3%,36.0,89.5%,-32.1%,9.0,-18.0,-1.0,979.779411765,0.029672728,0.144547121,1748000.0,0.06686588,0.035545024,1003.311887885,0.10262963,0.037751172,"$1,797K",5.6%,15.0%,2.3,1.4,-2.1,43.0,115.0%,-15.7%,2/1/2017,30,2/28/2017,,,,All Residential,"Cupertino, CA",place,0.875,0.303571429,0.208333333,California,CA,4561.0,Cupertino
79103,3350859,Value,,1,0.989237715,-0.1%,0.1%,Cypress,25.0,-7.4%,-35.9%,64.0,-1.5%,-14.7%,40.0,-4.0,-10.0,349.43282154,-0.03569981,0.03176152,632450.0,0.062941177,0.081111111,343.137254902,-0.12588158,-0.0055374,$565K,0.0%,9.7%,2.6,0.2,0.7,38.0,15.2%,2.7%,2/1/2017,30,2/28/2017,0.015625,,,All Residential,"Cypress, CA",place,0.4,0.066666667,0.246153846,California,CA,4596.0,Cypress
79104,3350860,Value,,1,1.04912907,-1.2%,-0.1%,Daly City,38.0,-25.5%,-2.6%,52.0,30.0%,-28.8%,32.0,-6.0,6.0,569.93006993,0.018945298,0.046078124000000005,749000.0,-0.001333333,0.028219053,605.3375087769999,0.036709637,0.129559791,$770K,-0.6%,-1.3%,1.4,0.6,-0.5,45.0,4.7%,-27.4%,2/1/2017,30,2/28/2017,,,,All Residential,"Daly City, CA",place,0.684210526,-0.08049535599999999,-0.11066127,California,CA,4636.0,Daly City
79105,3350861,Value,,1,0.977008129,0.7%,0.3%,Dana Point,47.0,17.5%,38.2%,203.0,0.5%,-5.1%,62.0,-7.0,-6.0,559.7758405980001,0.155227835,0.182345685,1049000.0,0.165685076,0.186316087,469.59960454800006,-0.072026239,0.004687471,$843K,3.6%,-9.5%,4.3,-0.8,-2.0,67.0,6.3%,-20.2%,2/1/2017,30,2/28/2017,0.009852217,0.004901722,0.000506422,All Residential,"Dana Point, CA",place,0.191489362,-0.008510638000000001,0.103254068,California,CA,4641.0,Dana Point
79106,3350862,Value,,1,0.995093502,1.0%,0.2%,Danville,47.0,-16.1%,-6.0%,69.0,-14.8%,-28.9%,14.0,-33.0,-4.0,471.535982814,-0.036759753,-0.000343716,1198000.0,-0.054832347,-0.001583465,477.176669484,0.032351274,0.04029905,"$1,075K",-0.5%,2.3%,1.5,0.1,-0.4,75.0,4.2%,-29.9%,2/1/2017,30,2/28/2017,,,,All Residential,"Danville, CA",place,0.468085106,0.307370821,0.088085106,California,CA,4658.0,Danville
79107,3350863,Value,,1,0.991785983,0.2%,-0.7%,Davis,30.0,7.1%,15.4%,30.0,-28.6%,-52.4%,31.0,-9.0,-7.0,350.6998444790001,0.037858559,0.056067506,575000.0,0.036222743,-0.040066778,334.075220214,0.016763493,0.020498558,$483K,-16.4%,-9.5%,1.0,-0.5,-1.4,31.0,6.9%,-44.6%,2/1/2017,30,2/28/2017,0.033333333,,0.017460318,All Residential,"Davis, CA",place,0.3666666670000001,0.152380952,0.020512821,California,CA,4690.0,Davis
79108,3350864,Value,,1,0.982546663,1.3%,1.4%,Desert Hot Springs,45.0,21.6%,-16.7%,221.0,2.3%,-20.2%,77.0,8.0,-4.0,128.514285714,-0.032928308,0.147422677,200000.0,-0.035912268,0.10223202,122.162014407,0.048021492,0.113702432,$188K,4.4%,14.3%,4.9,-0.9,-0.2,65.0,4.8%,-14.5%,2/1/2017,30,2/28/2017,0.022624434,0.004105915999999999,0.008184001,All Residential,"Desert Hot Springs, CA",place,0.222222222,-0.048048048,0.018518519,California,CA,4899.0,Desert Hot Springs
79109,3350865,Value,,1,0.967862407,0.1%,1.2%,Desert Palms,27.0,-18.2%,28.6%,169.0,10.5%,-11.5%,87.0,-22.0,-20.0,194.550152937,-0.013807588,0.030819111,359450.0,0.092553192,0.072985075,188.202247191,0.137170001,0.014114588,$325K,3.0%,-1.5%,6.3,1.7,-2.8,54.0,54.3%,86.2%,2/1/2017,30,2/28/2017,0.017751479,0.011215532,-0.0031909290000000003,All Residential,"Desert Palms, CA",place,0.037037037,-0.023569024,-0.058201058,California,CA,32316.0,Desert Palms
79110,3350866,Value,,1,0.975054668,-0.2%,0.1%,Diamond Bar,44.0,12.8%,22.2%,155.0,-11.9%,-15.8%,76.0,6.0,27.0,372.04198473300005,0.0007796039999999999,0.019670625,657888.0,0.051127358,0.05262080000000001,352.309260241,0.039089337,0.111468932,$561K,-16.1%,-3.0%,3.5,-1.0,-1.6,45.0,-41.6%,-34.8%,2/1/2017,30,2/28/2017,0.006451613,0.000769795,-0.004417952,All Residential,"Diamond Bar, CA",place,0.113636364,-0.06585081599999999,-0.053030303,California,CA,4957.0,Diamond Bar
79111,3350867,Value,,1,0.982388271,-0.1%,0.1%,Discovery Bay,24.0,-7.7%,-11.1%,51.0,54.5%,-7.3%,50.0,15.0,-18.0,244.289772727,-0.043111019,-0.08140652,595000.0,0.064400716,0.083788707,235.89692106,0.131795844,0.08629076,$495K,-10.7%,2.1%,2.1,0.8,0.1,41.0,78.3%,-8.9%,2/1/2017,30,2/28/2017,0.019607843,,,All Residential,"Discovery Bay, CA",place,0.291666667,-0.016025641,0.032407407,California,CA,22322.0,Discovery Bay
79112,3350868,Value,,1,0.996430049,0.8%,0.5%,Downey,48.0,23.1%,17.1%,155.0,-1.9%,25.0%,62.0,14.0,20.0,340.367965368,-0.024117711,0.088594069,545000.0,0.0,0.029272899,319.176882662,-0.083749562,0.00172437,$497K,-4.5%,2.4%,3.2,-0.9,0.2,63.0,6.8%,8.6%,2/1/2017,30,2/28/2017,0.006451613,-0.006206615,,All Residential,"Downey, CA",place,0.3125,-0.12339744,0.068597561,California,CA,5092.0,Downey
79113,3350869,Value,,1,1.002345938,0.6%,-1.7%,Dublin,42.0,27.3%,16.7%,58.0,38.1%,9.4%,9.0,-27.0,-3.0,432.692307692,0.016317972,0.068639901,795000.0,0.06,-0.061393152,440.476190476,0.05063147,0.059930742,$730K,-3.6%,6.5%,1.4,0.1,-0.1,77.0,45.3%,24.2%,2/1/2017,30,2/28/2017,,,,All Residential,"Dublin, CA",place,0.5476190479999999,0.214285714,-0.17460317,California,CA,5159.0,Dublin
79114,3350870,Value,,1,0.994884363,3.3%,2.0%,East Hemet,19.0,11.8%,0.0%,49.0,-27.9%,-33.8%,79.0,32.0,31.0,144.18614651,0.00790316,0.052250060999999993,238950.0,0.062,0.104205176,138.114209827,-0.073624202,0.018326693,$230K,10.8%,13.9%,2.6,-1.4,-1.3,18.0,-28.0%,-47.1%,2/1/2017,30,2/28/2017,0.06122449,0.046518607,0.047710976,All Residential,"East Hemet, CA",place,0.368421053,0.074303406,0.105263158,California,CA,22406.0,East Hemet
79115,3350871,Value,,1,1.016002593,2.5%,3.5%,East Los Angeles,28.0,21.7%,-6.7%,71.0,-1.4%,-15.5%,77.0,28.0,43.0,335.612535613,0.054543663,0.080685914,455000.0,0.065573771,0.109756098,298.178226514,-0.15449907,0.00183692,$420K,5.0%,9.4%,2.5,-0.6,-0.3,41.0,86.4%,-14.6%,2/1/2017,30,2/28/2017,0.028169014,0.014280125,0.00435949,All Residential,"East Los Angeles, CA",place,0.392857143,-0.17236025,-0.007142857,California,CA,22411.0,East Los Angeles
79116,3350872,Value,,1,0.994708005,1.0%,1.0%,Eastvale,49.0,-9.3%,4.3%,96.0,-10.3%,-41.1%,38.0,-24.0,-17.0,183.92857142900002,-0.010465443,0.055648094,558800.0,0.054339623,0.06856668099999999,173.048327138,-0.025280702,-0.018602638,$523K,2.2%,12.1%,2.0,0.0,-1.5,63.0,1.6%,-17.1%,2/1/2017,30,2/28/2017,,,,All Residential,"Eastvale, CA",place,0.448979592,0.152683296,0.214937039,California,CA,32425.0,Eastvale
79117,3350873,Value,,1,0.982068908,0.3%,-0.2%,El Cajon,113.0,28.4%,6.6%,183.0,-14.9%,-36.2%,26.0,-18.0,-19.0,293.875147232,-0.033738516,0.11785323,469450.0,0.069362187,0.069362187,289.876397881,0.049253075,0.092682587,$440K,1.4%,10.5%,1.6,-0.8,-1.1,136.0,-3.5%,-28.4%,2/1/2017,30,2/28/2017,0.005464481,-0.017791333,-0.00150416,All Residential,"El Cajon, CA",place,0.203539823,-0.001005632,-0.0040073470000000005,California,CA,5597.0,El Cajon
79118,3350874,Value,,1,0.98796269,-0.1%,0.4%,El Dorado Hills,36.0,-28.0%,-43.8%,154.0,8.5%,-19.8%,27.0,-22.0,-27.0,231.447655142,-0.01495878,0.072216688,599450.0,-0.048492063,-0.04088,222.28057099,0.0092493,0.116677563,$532K,-5.8%,-2.7%,4.3,1.5,1.3,84.0,3.7%,-30.6%,2/1/2017,30,2/28/2017,0.006493506,-0.021675508,0.001285173,All Residential,"El Dorado Hills, CA",place,0.333333333,0.15333333300000002,0.083333333,California,CA,22489.0,El Dorado Hills
79119,3350875,Value,,1,0.98996512,0.0%,1.6%,El Monte,23.0,-42.5%,-23.3%,95.0,3.3%,-6.9%,64.0,2.0,10.0,334.25048757400003,0.086167315,0.054366885,484944.0,0.026458162,0.033444859,306.748466258,0.020475207,-0.019847659,$475K,1.1%,0.2%,4.1,1.8,0.7,38.0,-5.0%,-15.6%,2/1/2017,30,2/28/2017,0.031578947,0.020709382,0.021775026,All Residential,"El Monte, CA",place,0.434782609,0.08478260900000001,0.134782609,California,CA,5726.0,El Monte
79120,3350876,Value,,1,0.984737223,0.9%,1.3%,El Paso de Robles,39.0,-36.1%,-20.4%,100.0,-13.0%,-40.5%,54.0,13.0,1.0,267.807585569,0.016892571000000002,0.059047853,524900.0,0.105052632,0.16904231600000005,245.98600247,-0.035677442000000004,0.031158214,$452K,6.4%,-4.6%,2.6,0.7,-0.8,53.0,23.3%,-33.8%,2/1/2017,30,2/28/2017,0.02,0.002608696,0.008095238000000001,All Residential,"El Paso de Robles, CA",place,0.128205128,0.01345103,-0.075876504,California,CA,5747.0,El Paso de Robles
79121,3350877,Value,,1,0.997460006,0.4%,0.2%,Elk Grove,152.0,13.4%,-16.5%,139.0,-16.8%,-50.9%,25.0,-3.0,-4.0,197.112715158,0.01999503,0.075972608,389999.0,0.039997333,0.114282857,191.559561046,-0.001494294,0.088412432,$384K,0.4%,9.6%,0.9,-0.3,-0.7,159.0,9.7%,-26.7%,2/1/2017,30,2/28/2017,0.035971223,0.023995175,0.032437654,All Residential,"Elk Grove, CA",place,0.414473684,0.093578162,0.073814344,California,CA,5672.0,Elk Grove
79122,3350878,Value,,1,0.981781966,0.7%,0.3%,Encinitas,37.0,-21.3%,-9.8%,129.0,11.2%,-9.8%,37.0,-12.0,15.0,565.4761904759999,0.018208249,0.158358335,1300000.0,0.085141903,0.15146147,469.135802469,0.022796073,0.021188631,$993K,-9.7%,13.1%,3.5,1.0,0.0,83.0,40.7%,-4.6%,2/1/2017,30,2/28/2017,0.023255814,,-0.018702228,All Residential,"Encinitas, CA",place,0.162162162,0.034502588,-0.057350033,California,CA,5844.0,Encinitas
79123,3350879,Value,,1,0.982774513,0.9%,0.7%,Escondido,103.0,-22.6%,-14.9%,258.0,-0.8%,-26.5%,28.0,-16.0,-29.0,275.239187714,-0.031670403,0.031939092999999995,499000.0,0.040667362,0.063965885,270.18633540400003,-0.036278039,0.072071623,$475K,5.0%,8.0%,2.5,0.5,-0.4,183.0,17.3%,-11.6%,2/1/2017,30,2/28/2017,0.019379845,-0.01523554,0.005134830999999999,All Residential,"Escondido, CA",place,0.233009709,0.03000219,0.026398139,California,CA,5876.0,Escondido
79124,3350880,Value,,1,0.993150191,1.3%,0.6%,Fair Oaks,43.0,34.4%,34.4%,78.0,-6.0%,-31.0%,50.0,0.0,19.0,217.802723612,0.005521132,0.07357443799999999,437000.0,-0.017977528,0.053012048,210.857142857,0.00015837,0.134467144,$363K,2.8%,12.4%,1.8,-0.8,-1.7,46.0,-8.0%,-33.3%,2/1/2017,30,2/28/2017,0.038461539,0.026413346,0.020762423,All Residential,"Fair Oaks, CA",place,0.372093023,0.028343023,0.184593023,California,CA,22597.0,Fair Oaks
79125,3350881,Value,,1,0.992968722,0.2%,0.0%,Fairfield,91.0,0.0%,-10.8%,169.0,-5.1%,-33.5%,64.0,-6.0,11.0,232.48407643299998,0.026102086,0.07083922599999999,397500.0,-0.06404520799999999,-0.0060015,218.94904458599999,-0.032915621,0.088598372,$405K,7.1%,5.9%,1.9,-0.1,-0.6,97.0,-3.0%,-29.2%,2/1/2017,30,2/28/2017,,,,All Residential,"Fairfield, CA",place,0.35164835200000005,0.021978022000000003,-0.11893988,California,CA,5980.0,Fairfield
79126,3350882,Value,,1,0.981922096,1.1%,2.3%,Fallbrook,50.0,4.2%,-3.8%,159.0,-11.2%,-18.5%,71.0,16.0,-42.0,264.390641092,0.0067275040000000005,0.036004399,645424.5,0.118586655,0.142344248,222.97540084099998,-0.13948460000000001,-0.021266643,$469K,0.0%,2.0%,3.2,-0.5,-0.6,62.0,-18.4%,-34.0%,2/1/2017,30,2/28/2017,0.025157233,-0.019535505,-0.005611998000000001,All Residential,"Fallbrook, CA",place,0.22,-0.03,0.123846154,California,CA,22605.0,Fallbrook
79127,3350883,Value,,1,0.990776678,0.6%,-0.7%,Florence-Graham,17.0,0.0%,0.0%,59.0,11.3%,-6.3%,70.0,23.0,-6.0,299.277605779,0.018759477,0.168704413,374499.5,0.020434605,0.13484697,302.5,0.159258065,0.352671642,$358K,10.2%,17.4%,3.5,0.4,-0.2,34.0,17.2%,3.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Florence-Graham, CA",place,0.470588235,0.235294118,0.0,California,CA,22672.0,Florence-Graham
79128,3350884,Value,,1,0.998095817,0.3%,-1.1%,Florin,30.0,-18.9%,0.0%,59.0,-20.3%,28.3%,29.0,13.0,21.0,191.139790985,-0.058604023,0.094973914,259500.0,-0.034957233,0.086001256,182.458049308,0.006611781,0.120508232,$248K,-6.3%,7.6%,2.0,0.0,0.5,32.0,-43.9%,-15.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Florin, CA",place,0.433333333,-0.10720721,-0.16666667,California,CA,22674.0,Florin
79129,3350885,Value,,1,0.992719291,0.2%,0.3%,Folsom,40.0,-11.1%,-21.6%,81.0,-5.8%,-19.0%,17.0,-11.0,4.0,252.783174278,0.012753322,0.081473299,529450.0,0.090342198,0.109958071,244.14854480900001,0.003624911,0.057630718,$478K,2.7%,5.4%,2.0,0.1,0.0,76.0,-5.0%,-20.8%,2/1/2017,30,2/28/2017,0.012345678999999998,0.000717772,-0.007654320999999999,All Residential,"Folsom, CA",place,0.3,0.011111111000000002,-0.052941176,California,CA,6343.0,Folsom
79130,3350886,Value,,1,0.989348196,0.0%,-0.3%,Fontana,141.0,-0.7%,0.0%,394.0,-7.5%,4.2%,53.0,3.0,12.0,217.517401392,0.023412694,0.108910476,370000.0,0.04519774,0.05714285700000001,208.97284533599998,-0.000258697,0.094257808,$345K,4.5%,1.5%,2.8,-0.2,0.1,201.0,0.5%,-1.5%,2/1/2017,30,2/28/2017,0.007614213000000002,-0.004122876,-0.0029677970000000003,All Residential,"Fontana, CA",place,0.411347518,0.052192588,0.028368794,California,CA,6354.0,Fontana
